bibnumber,name,gender,age,genderdiv,division,overallplace,pace,split5k,split10k,split20k,split25k,split30k,split35k,split40k,splithalf,officialtime,city,state,country,ctz
26159,"Fiedler, Kathryn L.",F,26,5921,3507,16335,8.92,26.17,51,100.28,127.93,156.95,188.3,220.9,105.57,233.77,Quincy,MA,USA,
14814,"Penner, Joyce",F,33,5922,3508,16336,8.92,24.53,49.42,100.17,126.8,155.65,189.47,219.98,105.82,233.77,St. Catharines,ON,CAN,
30064,"McNeil, Paul M.",M,35,10415,3919,16337,8.92,25.9,50.73,103.23,130.4,160.08,190.23,220.62,109.05,233.77,Worcester,MA,USA,
23252,"Winter, Stephenie",F,46,5923,849,16338,8.92,26.6,53.57,107.2,134.28,162,190.75,221,113.07,233.77,Wrightsville Beach,NC,USA,
29676,"Crowley, Michael L.",M,30,10416,3920,16339,8.92,24.93,50.5,102.57,129.9,159.75,191.95,221.67,108.3,233.77,Boston,MA,USA,
10304,"Aznar, America",F,39,5924,3509,16340,8.92,22.27,44.55,89.53,112.55,136.38,161.32,209.72,94.67,233.77,Edmonton,AB,CAN,VEN
17329,"Anderson, Rochelle B.",F,50,5925,408,16341,8.92,24.95,50.52,103.15,130.5,159.62,190.78,221.07,109.02,233.77,Springfield,VA,USA,
4664,"Keena, Joe",M,36,10417,3921,16342,8.92,22.13,44.12,92.68,119.63,149.18,182.78,219.32,97.82,233.77,Dublin,,IRL,
20124,"Grieves, Michele",F,50,5926,409,16343,8.92,27.73,55.23,109.28,136.4,163.95,191.92,220.27,115.25,233.77,North Attleboro,MA,USA,
7836,"Timbs, Mark",M,50,10418,1523,16344,8.92,22.68,46.92,98.02,124.47,152.07,181.98,217.08,103.58,233.78,Elizabethton,TN,USA,
23100,"Rosales, Leopoldo L.",M,60,10419,304,16345,8.92,25.65,51.28,104.92,133.2,162.28,193.05,221.67,-,233.78,So. San Francisco,CA,USA,
21193,"Lopez-Reynolds, Christa",F,40,5927,1048,16346,8.92,24.92,50.18,102.63,129.97,158.72,188.62,219.13,108.53,233.78,Fort Worth,TX,USA,
20348,"Garcia, Suzanne N.",F,44,5928,1049,16347,8.93,26.82,52.85,104.03,130.57,158.53,188,219.6,109.78,233.78,Parker,CO,USA,
19516,"Campbell, Gary W",M,58,10420,867,16348,8.93,25.45,51.02,103.97,131.47,160.17,189.42,221.05,110.08,233.8,Elk Grove,CA,USA,
23343,"Laurent, Denise",F,48,5929,850,16349,8.93,26.97,54.28,109.02,136.43,165.08,194,221.73,114.9,233.8,San Clemente,CA,USA,
16162,"Ravensberg, Katherine",F,27,5930,3510,16350,8.93,-,-,-,-,-,171.38,215.78,-,233.82,Saint Louis,MO,USA,
15845,"Rogers, Tamara G",F,47,5931,851,16351,8.93,23.72,48.43,100.27,127.12,159.2,189.52,220.22,106.13,233.82,Monument,CO,USA,
22114,"Baumgart, Tracy M",F,45,5932,852,16352,8.93,27.45,54.72,109.2,136.5,164.9,193.48,221.9,115.07,233.82,Endicott,NY,USA,
19785,"Amos, Tanya A",F,43,5933,1050,16353,8.93,24.65,49.27,100.8,128.4,159.8,190.48,220.43,106.58,233.83,Tempe,AZ,USA,
18214,"Lewis, Richard W",M,57,10421,868,16354,8.93,25.55,52.37,105.23,132.02,159.67,188.77,219.82,111,233.83,Houston,TX,USA,
21881,"Zucker, Zeke",M,70,10422,10,16355,8.93,26.75,53.97,108.73,136.22,164.55,193.43,221.47,114.72,233.83,Jeffersonville,VT,USA,
17738,"Walton, Christina",F,27,5934,3511,16356,8.93,25.8,52.15,105.35,134.87,163.05,191.82,220.58,111.18,233.83,Brighton,MA,USA,
15447,"Berios, Nikos",M,52,10423,1524,16357,8.93,24.78,49.7,100.17,126.82,155.9,187.12,219.42,105.8,233.83,Athens,,GRE,
22892,"Davison, Blair C.",F,46,5935,853,16358,8.93,26.73,53.5,107.07,134.25,162.1,190.82,220.97,112.92,233.85,Missoula,MT,USA,
14700,"Devine, John P",M,57,10424,869,16359,8.93,25.78,52.25,105.95,133,161.65,191.43,221.33,111.8,233.85,New Berlin,WI,USA,
26213,"Leventhal, Cassie R.",F,26,5936,3512,16360,8.93,26.77,53.7,107.28,134.82,163.63,193.4,221.37,113.25,233.85,New York,NY,USA,
20194,"Mallinger, Anya R.",F,49,5937,854,16361,8.93,26.08,51.7,104.63,131.97,161.57,191.35,221.13,110.42,233.85,Sault Ste. Marie,ON,CAN,
29410,"Tehrani, Nader",M,50,10425,1525,16362,8.93,28.55,56.85,111.68,138.73,166.9,194.13,221.32,117.27,233.85,Boston,MA,USA,
20920,"Brown, Mary",F,44,5938,1051,16363,8.93,25.83,51.83,104.6,131.93,161.68,192.02,222.12,110.42,233.87,Riverview,MI,USA,
25334,"DeVries, Michael R.",M,41,10426,1773,16364,8.93,26.02,50.73,100.1,125.02,152.55,188.22,220.88,105.67,233.87,Whispering Pines,NC,USA,
18722,"Hertzog, Michelle",F,45,5939,855,16365,8.93,24.4,49.27,104.45,133.22,163.03,192.12,221.3,110.63,233.87,Long Beach,CA,USA,
17045,"Krehbiel, Ken",M,60,10427,305,16366,8.93,23.65,48.55,100.47,127.43,156.12,186.9,219.12,106.25,233.87,Washington,DC,USA,
20825,"Parakkal, Kalpana",F,44,5940,1052,16367,8.93,28.07,55.9,109.82,137,164.62,192.98,221.07,115.73,233.87,Kensington,MD,USA,
13004,"Lamorre, Lindsay K.",F,35,5941,3513,16368,8.93,25.18,50.82,103.78,131.93,159.98,191.27,220.72,109.82,233.87,Toronto,ON,CAN,
21598,"Quinn, Claudine S",F,45,5942,856,16369,8.93,25.37,50.68,104.45,132.23,161.72,191.87,221.55,110.35,233.87,Mississauga,ON,CAN,
16911,"Arnold, Mary A.",F,34,5943,3514,16370,8.93,25.57,51.97,105.18,134.48,164.03,192.67,221.62,110.98,233.88,New York,NY,USA,
7676,"Voss, David C",M,52,10428,1526,16371,8.93,24.3,48.35,97.42,121.08,146.22,177.48,217.17,102.57,233.88,Minneapolis,MN,USA,
16737,"Bole, Jennifer A.",F,31,5944,3515,16372,8.93,26.13,52.42,107.13,135.57,163.87,193.23,221.82,113.42,233.88,Butler,PA,USA,
23265,"Schenck, Monique L",F,49,5945,857,16373,8.93,28.45,55.82,110.27,137.63,165.98,194.1,221.7,116.08,233.88,Kitchener,ON,CAN,
7612,"Dassie, Andrea",M,44,10429,1774,16374,8.93,21.47,43.35,88.27,111.65,138.63,174.07,217.82,93.37,233.88,Verona,,ITA,
20100,"Vasile, Connie",F,49,5946,858,16375,8.93,26.42,53.05,108.47,135.5,163.65,192.62,221.58,114.17,233.88,Webster,NY,USA,
20625,"Bender, Amy M",F,42,5947,1053,16376,8.93,27.33,53.78,106.48,133.82,162.72,191.92,220.75,112.25,233.9,Woodbury,MN,USA,
28661,"Sanford, Kip A.",M,47,10430,1965,16377,8.93,25.08,50.4,101.3,127.57,158.72,188.98,219.75,106.9,233.9,Lynnfield,MA,USA,
21839,"Garcia, Beatriz E",F,45,5948,859,16378,8.93,25.73,51.8,105.87,133.25,162.3,191.88,220.87,111.63,233.9,La Paz,,BOL,
23756,"Sediva, Regine M.",F,47,5949,860,16379,8.93,25.78,51.62,103.78,132.35,161.65,191.1,220.38,109.4,233.9,Chino Hills,CA,USA,
21399,"Norton, Nancy J.",F,46,5950,861,16380,8.93,25.98,52.48,104.75,130.98,158.33,190.48,220.87,110.45,233.9,Chelmsford,MA,USA,
15647,"Walsh, Rick M",M,55,10431,870,16381,8.93,24.07,49.07,97.9,124.7,153.82,186.82,219.38,103.32,233.9,West Newbury,MA,USA,
34108,"Lincoln, Patrick B.",M,27,10432,3922,16382,8.93,26.08,51.53,103.15,129.7,157.38,190.52,221.18,108.77,233.9,Hingham,MA,USA,
21435,"Willcox, Joanne",F,51,5951,410,16383,8.93,26.57,53.32,107.65,135.33,164.58,193.47,221.52,113.6,233.9,Utica,NY,USA,
22768,"Legge, Jeannette",F,51,5952,411,16384,8.93,26.58,53.3,107.52,135.13,163.1,192.08,221.22,113.52,233.92,Buffalo Grove,IL,USA,
20189,"Dusseau, Heather E",F,43,5953,1054,16385,8.93,25.53,51.57,105.6,133.62,162.67,191.63,220.95,111.53,233.92,West Grove,PA,USA,
17304,"Barkus, Emily",F,23,5954,3516,16386,8.93,24.63,48.52,97.38,123.6,154.45,187.1,220.37,102.88,233.92,New York,NY,USA,
26113,"Horne, Gregory C.",M,27,10433,3923,16387,8.93,27.3,53.7,106.7,133.03,160.58,188.97,220.17,112.4,233.92,South Boston,MA,USA,
18363,"McCormick, Nicholas",M,55,10434,871,16388,8.93,26.4,53.35,107.55,134.97,163.78,193.12,221.33,113.48,233.92,Greenville,RI,USA,
19125,"Tieszen, Lana J",F,52,5955,412,16389,8.93,25.48,51.32,104.93,132.07,160.6,190.27,220.37,110.8,233.92,Valrico,FL,USA,
14448,"Darling Reed, Rae Ann E.",F,40,5956,1055,16390,8.93,24.33,48.8,98.17,123.85,151.93,184.37,219,103.62,233.92,Bradenton,FL,USA,
17112,"Capling, Denny L.",F,37,5957,3517,16391,8.93,25.22,50.37,100.38,126.27,155.55,186.95,218.03,105.85,233.92,Manistee,MI,USA,
35117,"Dagdug, Iliana Gabriela",F,35,5958,3518,16392,8.93,24.47,49.62,103.53,130.87,159.97,190.55,220.28,109.28,233.93,"Merida, Yuc.",,MEX,
15954,"Soumoff, Alyssa A",F,37,5959,3519,16393,8.93,26.55,54.27,108.78,136.1,165.98,194.73,222.65,114.67,233.93,Kensington,MD,USA,
19967,"Bullock, Tana T",F,41,5960,1056,16394,8.93,26.8,53.08,105.55,131.98,160.4,190.6,220.45,111.23,233.93,North Vancouver,BC,CAN,
6132,"Krakovsky, Michael",M,44,10435,1775,16395,8.93,21.78,44.17,89.13,112.43,137.52,167.35,218.93,94.02,233.93,Los Angeles,CA,USA,
20065,"Figueredo, Yvonne",F,46,5961,862,16396,8.93,25.87,51.92,105.5,132.83,161.22,191.27,220.83,111.3,233.95,Pinecrest,FL,USA,
11709,"Thompson, Nikki L",F,30,5962,3520,16397,8.93,27.15,54.65,110.82,138.33,166.03,194.18,222.08,116.83,233.95,Omaha,NE,USA,
19510,"Toran, Joyia C",F,37,5963,3521,16398,8.93,25.82,51.8,103.37,129.42,159.62,190.05,220.82,109.03,233.95,Chicago,IL,USA,
21499,"Champagne, Kathleen A",F,51,5964,413,16399,8.93,26.03,52.28,106.08,136.27,164.53,194.22,221.9,112.1,233.95,Brockport,NY,USA,
20616,"Tushaus, Lisa",F,42,5965,1057,16400,8.93,27.15,54.65,110.82,138.33,166.03,194.2,222.08,116.83,233.95,Brookfield,WI,USA,
29733,"Mountain, Michael N.",M,37,10436,3924,16401,8.93,29.6,57.32,109.95,136.15,164.17,193.6,221.9,115.5,233.97,Northridge,CA,USA,
22300,"Capko, Deborah",F,50,5966,414,16402,8.93,26.15,52.33,106.13,133.02,161.6,191.58,221.12,111.87,233.97,Green Brook,NJ,USA,
15830,"Snyder-Ballou, Becky",F,37,5967,3522,16403,8.93,25.05,50.02,99.98,124.92,151.62,181.85,219.5,105.33,233.98,Salisbury,MA,USA,
10853,"Zawacki, Jeffrey K",M,47,10437,1966,16404,8.93,23.28,46.98,96.5,124.7,155.77,188.52,221.33,102.15,233.98,Oak Park,IL,USA,
13760,"Hillstrom, Holly",F,40,5968,1058,16405,8.93,25.13,50.42,101.85,128.6,158.53,188.97,219.58,107.62,233.98,Mahtomedi,MN,USA,
31978,"Waltz, Seth R.",M,33,10438,3925,16406,8.93,23.37,46.3,94.68,120.95,149.82,181.62,214.83,100.2,233.98,Allston,MA,USA,
16829,"Barman, Kim",F,38,5969,3523,16407,8.93,27.2,54.7,111.12,138.37,166.07,194.22,222.12,116.87,234,Fort Collins,CO,USA,
13087,"Hesse-Withbroe, Christine",F,43,5970,1059,16408,8.93,27.18,54.7,110.85,138.38,166.07,194.25,222.12,116.87,234,Lake Elmo,MN,USA,
11016,"Blaszko, Lisa",F,34,5971,3524,16409,8.93,25.95,51.78,105.27,135,165.1,193.4,221.7,111.1,234,Farmington,CT,USA,
13928,"Udagawa, Atsushi",M,52,10439,1527,16410,8.93,24.8,50,101.58,128.57,157.68,188.87,220.2,107.4,234,Tokyo,,JPN,
17004,"Milligan, Katrisha",F,39,5972,3525,16411,8.93,23.83,48.92,103.35,131.85,162.75,194.53,222.02,109.3,234,Sachse,TX,USA,
15962,"Craft Ahrens, Amy",F,46,5973,863,16412,8.93,27.2,54.7,110.87,138.37,166.07,194.27,222.13,116.88,234.02,Bowling Green,OH,USA,
20952,"Mendezona Jopson, Miren Amale M.",F,40,5974,1060,16413,8.93,25.92,52.02,105.48,133.3,163.22,193.85,222.15,111.3,234.02,Milton,MA,USA,PHI
14084,"Bosmann, Bill",M,63,10440,306,16414,8.93,23.85,47.98,96.92,124.32,155.3,187.33,219.57,102.32,234.02,Rockaway,NJ,USA,
15624,"Natolli, Bruno",M,62,10441,307,16415,8.93,23.68,47.97,100.45,127.65,158.03,189.55,220.03,106.18,234.02,Venezia,,ITA,
18249,"Swainson, Robert J.",M,57,10442,872,16416,8.93,26.62,53.22,107.28,134.98,164.1,193.37,221.98,113.17,234.03,Nipigon,ON,CAN,
15926,"Lucas, Betsy",F,32,5975,3526,16417,8.93,26.87,54.27,108.7,136.3,164.27,193.65,222.03,114.67,234.03,Salt Lake City,UT,USA,
10721,"Lehtola, Darryl",M,50,10443,1528,16418,8.93,22.18,45.67,95.83,124.92,156.78,188.9,220.62,101.17,234.03,Brandon,MS,USA,
26461,"Chobot, Sarah E.",F,29,5976,3527,16419,8.93,26.75,54.13,109.1,136.2,165.17,193.9,222.12,114.83,234.03,Boston,MA,USA,
30330,"Schafer, Alexa",F,25,5977,3528,16420,8.93,26.52,51.7,104.13,132.08,161.5,190.68,221.07,109.92,234.05,Everett,MA,USA,
20496,"Bevis, Gwendolyn G",F,52,5978,415,16421,8.93,25.47,51.23,104.62,132.93,162.3,191.92,221.67,110.48,234.05,Brooklyn,NY,USA,
23043,"Koop, Karen L.",F,47,5979,864,16422,8.93,27.03,54.28,109.42,136.88,165.48,193.97,221.73,115.32,234.05,St Catharines,ON,CAN,
4326,"Arnold, Fred",M,36,10444,3926,16423,8.93,22.32,45.62,92.47,117.9,147.43,180.85,217.38,97.65,234.07,Shelby Twp,MI,USA,
16246,"Kelley, Debbie",F,52,5980,416,16424,8.93,26.12,52.4,105.72,140.78,169.38,196.05,222.6,111.7,234.07,Citrus Heights,CA,USA,
27061,"Peters-Rowe, Kerry A.",F,46,5981,865,16425,8.93,25.57,52.13,105.9,132.97,161.37,190.65,219.95,111.75,234.07,East Greenwich,RI,USA,
12371,"Dell, Melissa",F,31,5982,3529,16426,8.93,26,51.65,104.27,131.6,160.05,190.28,221.12,110.13,234.07,Somerville,MA,USA,
29726,"Ruegamer, Laurie",F,38,5983,3530,16427,8.93,27.1,53.68,108,135.42,163.48,192.42,221.22,113.88,234.08,Paradise Valley,AZ,USA,
6018,"Beidleman, Eric",M,38,10445,3927,16428,8.93,22.77,45.57,95.05,122.55,153.68,185.7,219.72,100.52,234.08,Portsmouth,NH,USA,
17271,"Jerew, Rusty K",M,56,10446,873,16429,8.93,25.17,50.27,102,128.78,157.63,187.78,219.4,107.67,234.08,Tucson,AZ,USA,
18222,"Quintanilla Ochoa, Jose",M,56,10447,874,16430,8.93,22.03,45.28,100.75,126.32,154.97,187.73,221.83,106.13,234.08,Cambridge,MA,USA,MEX
29295,"Banse, Holland W.",F,26,5984,3531,16431,8.93,27.15,54.7,109.75,137.23,165.33,194.08,222.33,115.78,234.08,Charlottesville,VA,USA,
14621,"Borchert, Felicia",F,28,5985,3532,16432,8.93,24,48.38,99.33,126.42,157.95,188.43,220.32,105.1,234.08,Saratoga Springs,UT,USA,
21372,"Beaman, Alexis S",F,41,5986,1061,16433,8.93,28.65,58.92,113.9,141.18,168.32,195.73,222.32,119.78,234.08,Calgary,AB,CAN,
13055,"Ditucci-Cappiello, James",M,47,10448,1967,16434,8.93,24.72,49.67,100.85,127.18,156,186.75,219.48,106.53,234.1,Brooklyn,NY,USA,
28130,"Will, Joy L.",F,32,5987,3533,16435,8.93,22.82,46.88,98.2,125.97,157.55,191.4,221.12,103.92,234.1,Boston,MA,USA,
26870,"Glenn, Ashley C.",F,28,5988,3534,16436,8.93,28.13,56.2,111.2,137.88,164.5,192.13,222.22,116.98,234.1,Cumberland,RI,USA,
15791,"Considine, Noelle M.",F,25,5989,3535,16437,8.93,23.62,47.63,98,125.22,162.82,194.05,221.95,103.72,234.1,Hastings On Hudson,NY,USA,
19284,"Kies, David J",M,60,10449,308,16438,8.93,26.12,52.47,105.75,132.95,161.25,191.67,221.5,111.62,234.12,Potosi,WI,USA,
13920,"Perri, Stefanie L",F,29,5990,3536,16439,8.93,23.65,47.57,101.67,129.18,158.52,189.87,220.7,107.32,234.12,Walled Lake,MI,USA,
20113,"Kuntola, Outi-Kristiina",F,42,5991,1062,16440,8.93,26.83,53.52,107.97,135.27,163.38,192.5,221.32,113.97,234.12,Sodertalje,,SWE,FIN
22681,"Epperson, Rita S",F,54,5992,417,16441,8.93,26.67,53.13,104.98,132.43,161.7,190.38,219.35,110.67,234.12,Council Bluffs,IA,USA,
18233,"Twitty, Kendra",F,37,5993,3537,16442,8.93,26.82,53.27,107.2,134.28,162.77,191.67,221.38,113.03,234.12,Yemassee,SC,USA,
20876,"Keon, Jim",M,62,10450,309,16443,8.93,25.85,51.9,104.43,131.45,159.98,190.2,220.22,110.12,234.13,Aurora,ON,CAN,
19010,"Estes, George C Jr.",M,59,10451,875,16444,8.93,26.83,53.97,107.5,134.82,163.18,192.23,221.23,113.33,234.13,Dover,MA,USA,
17980,"Fix, Katherine L.",F,27,5994,3538,16445,8.93,27.17,54.87,106.85,137.18,166.18,194.05,221.82,112.48,234.13,Middleton,WI,USA,
23541,"Kato, Masakazu",M,65,10452,58,16446,8.93,25.92,51.55,105.07,132.32,161.52,190.92,220.4,110.82,234.15,Tokyo,,JPN,
10266,"Williams, Doug",M,47,10453,1968,16447,8.93,22.8,45.87,93.8,118.87,147.5,179.67,215.35,98.95,234.15,Tucson,AZ,USA,
16391,"Fillette, Michele",F,39,5995,3539,16448,8.93,25.48,52.65,106.8,134.02,163.18,193.65,222.15,112.62,234.15,Churchville,PA,USA,
24453,"Wispelwey, Beverly J",F,60,5996,18,16449,8.93,28.12,55.45,109.13,135.82,163.62,194.12,222.1,114.98,234.15,Charlottesville,VA,USA,
22171,"Cox, Amy",F,50,5997,418,16450,8.93,26.38,53.08,106.67,133.33,161.75,191.28,220.88,112.47,234.15,Doylestown,PA,USA,
10094,"Wood, Barry E.",M,47,10454,1969,16451,8.93,26.58,54.07,107.05,133.97,161.52,189.93,221,112.88,234.17,Dunrobin,ON,CAN,
11453,"Venables, Bruce W.",M,53,10455,1529,16452,8.93,24.1,47.95,97.92,123.9,152.07,183.97,218.12,103.3,234.17,Pakenham Upper,,AUS,
33695,"Smith, Joseph X.",M,49,10456,1970,16453,8.93,26.37,52.53,104.83,131.7,159.78,191.23,220.88,110.53,234.17,Needham,MA,USA,
13316,"Radimer, Meghan",F,29,5998,3540,16454,8.93,23.5,47.4,97.75,125.68,155.4,186.53,219.28,103.33,234.17,Branchville,NJ,USA,
20398,"Pilotti, Renee",F,49,5999,866,16455,8.93,27.15,54.38,109.88,137.48,166.35,194.93,223.05,115.83,234.17,Lancaster,PA,USA,
21294,"Rohr, Lisa A",F,48,6000,867,16456,8.93,26.15,52.23,104.25,130.48,158.43,190.15,220.98,109.93,234.17,Stratham,NH,USA,
21133,"Buscher, Michael G Sr.",M,63,10457,310,16457,8.93,26.23,52.25,104.83,131.82,160.4,191.07,221.42,110.65,234.17,New Canaan,CT,USA,
20921,"Merritt-Worden, Terri",F,51,6001,419,16458,8.93,25.85,51.57,105,132.42,161.02,190.27,220.42,110.77,234.17,Silverton,OR,USA,
13495,"Barker, Glenn V",M,55,10458,876,16459,8.93,24.98,50.43,102.07,127.97,155.12,184.32,218.45,107.68,234.17,Dallas,TX,USA,
18650,"Sinning, Melissa A.",F,42,6002,1063,16460,8.93,24.67,49.13,99.85,127.5,157.12,187.95,220.53,105.4,234.17,Tipp City,OH,USA,
26131,"Haley, Dan P.",M,41,10459,1776,16461,8.93,26.7,53.18,106.32,133.37,162.45,192.67,221.88,112.2,234.18,Holliston,MA,USA,
18579,"Vea-Lonzar, Theresa",F,42,6003,1064,16462,8.93,25.12,50.42,104.33,132.05,161.32,192.83,221.95,110.38,234.18,New York,NY,USA,
19952,"Borda, Regina",F,40,6004,1065,16463,8.93,25.58,51.47,103.58,130.47,159.05,190.02,220.72,109.32,234.18,Irvine,CA,USA,SUI
19462,"Konst, Eus",M,56,10460,877,16464,8.93,23.33,47.35,98.92,128.37,157,188.52,220.25,104.43,234.18,Hoofddorp,,NED,
15838,"Silk, Jennie V.",F,37,6005,3541,16465,8.93,25.5,51.28,105.83,133.47,162.22,191.75,221.7,111.7,234.18,Memphis,TN,USA,
27327,"Anderson, Craig M.",M,34,10461,3928,16466,8.93,25.97,51.57,104.98,131.93,160.42,190.62,221.6,110.85,234.18,Bow,NH,USA,
24265,"Dukeshier, Virginia",F,55,6006,92,16467,8.93,26.17,52.05,105.13,132.88,161.92,191.82,221.2,111.05,234.18,Phoenix,AZ,USA,
17718,"Neustifter, Betsy M.",F,30,6007,3542,16468,8.93,24.08,48.45,99.07,125.92,156.1,188.13,220.17,104.77,234.18,Grand Rapids,MI,USA,
35187,"Shah, Hussain",M,48,10462,1971,16469,8.93,23,46.07,93.23,118.07,145.93,177.5,217.67,98.43,234.18,Sheffield,,GBR,
19360,"Floyd, Stacy",F,43,6008,1066,16470,8.93,25.05,50.22,102.13,128.53,157.15,188.65,219.95,107.73,234.18,Marietta,GA,USA,
18695,"Cimino, Mercedes A",F,44,6009,1067,16471,8.93,25.67,51.22,103.03,129.97,158.52,188.8,219.47,108.8,234.2,Mesa,AZ,USA,
13375,"Southard, Joanne M",F,30,6010,3543,16472,8.93,24.08,48.23,99.17,126,154.8,187.85,221.25,104.73,234.2,San Diego,CA,USA,
35568,"Janis, Dan T.",M,40,10463,1777,16473,8.93,25.13,51.07,103.05,129.65,157.68,188.78,220.68,108.82,234.2,Jamaica Plain,MA,USA,
31199,"Nadeau, Joshua P.",M,31,10464,3929,16474,8.93,26.62,50.88,100.22,127.6,156.25,188.63,220.07,105.88,234.2,Allston,MA,USA,
17006,"Heos, Lauren",F,27,6011,3544,16475,8.93,23.35,47.27,96.85,122.68,150.77,184,220.4,102.38,234.2,Phenix City,AL,USA,
19160,"Cravens, Melanie",F,39,6012,3545,16476,8.93,27.48,54.65,109.05,136.2,164.67,193.63,221.87,114.9,234.2,Centennial,CO,USA,
12987,"Mcmonagle, Mike",M,48,10465,1972,16477,8.93,26.52,53.77,107.88,134.8,162.5,190.02,223,114.13,234.22,Eagan,MN,USA,
29611,"Shames, Samual",M,21,10466,3930,16478,8.93,21.88,44.2,93.63,122.43,152.85,186.97,220.83,99.62,234.22,Cambridge,MA,USA,
13462,"Nagy, Diana R.",F,49,6013,868,16479,8.93,25.3,51.42,104.82,131.93,160.98,191.78,221.13,110.4,234.22,Weyburn,SK,CAN,
17829,"Buchanan, Bret A",F,35,6014,3546,16480,8.95,25.27,50.93,104.48,131.7,160.22,190.07,221.27,110.32,234.23,Pocatello,ID,USA,
21042,"Michaud, Marcie J",F,43,6015,1068,16481,8.95,25.23,50.83,102.42,130.9,158.57,190.83,220.97,108,234.23,North Hampton,NH,USA,
22821,"Buti, Gina",F,54,6016,420,16482,8.95,27.05,54.28,108.43,135.7,163.95,193.2,221.42,114.27,234.23,Richmond,TX,USA,
18878,"Okada Nishino, Miho",F,40,6017,1069,16483,8.95,25.43,51.23,104.13,131.8,161.37,191.4,221.27,110,234.23,Palatine,IL,USA,
17905,"Ochs, Margaret",F,38,6018,3547,16484,8.95,25.9,52.73,110.2,137.87,166.2,194.62,222.27,116.08,234.23,Albuquerque,NM,USA,
20589,"Driscoll, Diana",F,52,6019,421,16485,8.95,25.22,50.92,104.65,131.92,160.8,190.67,221.2,110.45,234.23,Ambler,PA,USA,
22604,"Swain, Anne D.",F,49,6020,869,16486,8.95,25.27,51.48,104.6,131.67,160.48,190.6,221.4,110.32,234.23,Boston,MA,USA,
21894,"Arslanian, Sue",F,49,6021,870,16487,8.95,26.78,53.25,106.52,133.88,162.55,192.02,221,112.38,234.23,Middleton,MA,USA,
22188,"Mohebbi, Megan",F,60,6022,19,16488,8.95,26.12,52.5,106.75,134.07,163.5,193.18,221.6,112.58,234.23,Del Mar,CA,USA,
33361,"Harmatuk, Matt",M,41,10467,1778,16489,8.95,27.17,54.95,108.62,135.85,163.37,192.85,221.98,114.72,234.23,Cedar Park,TX,USA,
23030,"Lacomb, Andie",F,45,6023,871,16490,8.95,28.87,55.95,110.22,137.42,165.45,193.93,222.08,116.13,234.23,Flower Mound,TX,USA,
13982,"Koehler, Becky R.",F,27,6024,3548,16491,8.95,25.88,52.05,105.67,133.93,162.55,192.32,221.75,111.65,234.25,Madison,WI,USA,
7920,"Shores, Colby",M,38,10468,3931,16492,8.95,26.73,52.92,-,133.38,161.83,191.87,221.4,112.22,234.25,Penfield,NY,USA,
35666,"Losier, Brian D.",M,35,10469,3932,16493,8.95,24.1,47.87,97.25,129.2,159.67,189.18,219.97,102.68,234.25,Lexington,MA,USA,
19935,"Shores, Tina C",F,40,6025,1070,16494,8.95,26.73,52.92,106.4,133.38,161.85,191.87,221.4,112.22,234.25,Penfield,NY,USA,
25428,"Rancatti, Jan C.",M,53,10470,1530,16495,8.95,25.75,52.53,107,134.53,162.55,191.55,221.2,112.92,234.25,Readsboro,VT,USA,
19552,"Jones, Tracey A",F,48,6026,872,16496,8.95,26.42,53.03,107,134.33,163.25,191.95,221.28,112.65,234.25,Norwood,MA,USA,GBR
33598,"Garza, David",M,37,10471,3933,16497,8.95,27.17,54.98,108.62,135.87,163.37,192.87,222,114.72,234.25,Cedar Park,TX,USA,
17432,"Shinn, Trina",F,42,6027,1071,16498,8.95,26.73,52,104.72,131.92,160.68,191.3,221.3,110.73,234.25,San Jose,CA,USA,
29567,"Doherty, Caitlin",F,23,6028,3549,16499,8.95,31.15,58.82,114.05,140.9,168.22,196.05,223.02,119.78,234.27,Brookline,MA,USA,
17078,"Welch, Jenny",F,32,6029,3550,16500,8.95,25.18,51.7,106.2,134.13,164.15,193.52,221.72,112.13,234.27,Monrovia,CA,USA,
22622,"Reynoso, Maria E",F,48,6030,873,16501,8.95,25.98,52.2,108.38,136.15,164.63,193.82,221.85,114.22,234.27,Santa Ana,CA,USA,
17613,"Zuelke, Sara",F,27,6031,3551,16502,8.95,23.63,47.63,96.7,122.63,151.12,184.92,220.77,102.4,234.27,Glendale,CA,USA,
12653,"Boeing, Kory L.",F,33,6032,3552,16503,8.95,23.83,47.7,96.47,125.27,157.45,191.38,221.65,102.13,234.28,Cincinnati,OH,USA,
31801,"Pochini, Julia A.",F,22,6033,3553,16504,8.95,26.4,52.12,103,129.05,157.62,188.4,220.77,108.35,234.28,Babson Park,MA,USA,
31327,"Scarpato, Samantha S.",F,26,6034,3554,16505,8.95,30,58.6,114.55,142.03,170.18,197.52,223.28,120.73,234.28,Weston,MA,USA,
21089,"Doman, Dolores K.",F,57,6035,93,16506,8.95,25.23,50.82,104.57,132.82,161.62,190.77,220.77,110.82,234.28,Dix Hills,NY,USA,
14469,"Delaney, John",M,53,10472,1531,16507,8.95,25.82,52.33,105.88,133.03,161.7,191.57,221.18,111.73,234.28,Sonoma,CA,USA,
20207,"Stewart, Stacey K",F,41,6036,1072,16508,8.95,25.73,51,104.07,133.13,162.58,192.37,222.02,110,234.28,Boise,ID,USA,
